WWV_tone,WWV_power,WWV_freq_dev,WWVH_tone,WWVH_power,WWVH_freq_dev,Noise_power
600.0,3.853247108054347e-05,0.20000000000004547,500.0,1.995171442104038e-05,-1.2749999999999773,3.8516934e-08
500.0,5.7137905969284475e-05,98.77499999999998,600.0,5.7137905969284475e-05,-1.2250000000000227,2.8887271e-08
600.0,1.8870277926907875e-05,-0.17499999999995453,500.0,2.878210216294974e-05,-1.1999999999999886,3.7944766e-08
500.0,4.3645624828059226e-05,99.07500000000005,600.0,4.3645624828059226e-05,-0.9249999999999545,3.66908e-08
600.0,3.629437924246304e-05,-0.07499999999993179,500.0,4.3978478061035275e-05,-0.7999999999999545,4.3625548e-08
500.0,9.29276502574794e-05,98.82500000000005,600.0,9.29276502574794e-05,-1.1749999999999545,4.437232e-08
600.0,2.9897189961047843e-05,0.05000000000006821,500.0,7.308928616112098e-05,-1.125,5.794746e-08
500.0,0.00012034332758048549,98.85000000000002,600.0,0.00012034332758048549,-1.1499999999999773,8.005656e-08
600.0,0.0015198097098618746,0.07500000000004547,500.0,8.970459020929411e-05,100.0,3.2636835e-06
500.0,0.06667198240756989,0.07500000000004547,600.0,0.06667198240756989,-99.92499999999995,4.224054e-06
600.0,0.01451860461384058,0.07500000000004547,500.0,0.0006983205094002187,100.0,3.7645832e-06
500.0,0.02261258475482464,0.1500000000000341,600.0,0.02261258475482464,-99.84999999999997,2.4818644e-06
,,,500.0,6.885269249323756e-05,-0.8499999999999659,1.2841916e-06
,,,500.0,6.251698505366221e-05,99.27499999999998,2.2062313e-06
,,,500.0,6.759848361070908e-07,-19.875,5.9694844e-06
,,,600.0,0.00010004275100072846,-0.5,7.4509207e-06
,,,500.0,2.1124435534147779e-07,-19.94999999999999,3.6640984e-08
,,,500.0,1.9474615697845366e-08,-43.724999999999966,2.8477093e-08
,,,500.0,3.203365750437115e-08,42.0,3.930562e-08
,,,500.0,2.0999287642098352e-08,-57.299999999999955,2.8998699e-08
,,,500.0,2.5710340523232844e-08,42.30000000000007,1.7440309e-08
500.0,2.890371497699107e-08,42.27499999999998,600.0,2.890371497699107e-08,-57.72500000000002,3.2325012e-08
600.0,1.6726266039768234e-05,-0.10000000000002274,500.0,6.853411468910053e-05,-0.5749999999999886,2.8363704e-08
500.0,5.859345037606545e-05,99.32500000000005,600.0,5.859345037606545e-05,-0.6749999999999545,2.924839e-08
600.0,1.766014247550629e-05,-0.1999999999999318,500.0,0.00012500400771386921,-0.625,2.155178e-08
500.0,3.4967801184393466e-05,99.32500000000005,600.0,3.4967801184393466e-05,-0.6749999999999545,2.5023633e-08
600.0,2.0931416656821966e-05,-0.07499999999993179,500.0,5.1092363719362766e-05,-0.6999999999999886,3.193397e-08
500.0,0.00014382769586518407,99.39999999999998,600.0,0.00014382769586518407,-0.6000000000000227,3.747715e-08
,,,,,,4.046973e-08
1000.0,2.685401341295801e-06,-22.875,1200.0,4.228339278711246e-08,8.549999999999955,3.7553097e-08
600.0,1.4978544641053304e-05,-0.2999999999999545,440.0,0.00013705027231480926,-0.44999999999998863,7.844962e-08
440.0,1.4785660823690705e-05,0.25,600.0,0.00010812904656631872,-0.375,5.0457132e-08
600.0,2.5134385239766743e-08,-6.574999999999932,500.0,2.5134385239766743e-08,93.42500000000007,3.91299e-08
500.0,1.0672918193677106e-07,43.75,600.0,1.0672918193677106e-07,-56.25,3.6924067e-08
600.0,1.3337036762095522e-05,0.0,500.0,0.0001566898572491482,-0.32499999999998863,5.12451e-08
500.0,0.000297965802019462,99.52499999999998,600.0,0.000297965802019462,-0.47500000000002274,6.394054e-08
600.0,5.280267941998318e-06,0.05000000000006821,500.0,0.00013900702469982207,-0.19999999999998863,7.883314e-08
,,,,,,4.9953734e-08
,,,,,,7.61727e-08
,,,,,,8.21432e-08
600.0,1.1105521480203606e-05,-0.1999999999999318,500.0,1.1105521480203606e-05,99.80000000000007,4.0550972e-08
500.0,0.00020842863887082785,99.77499999999998,600.0,0.00020842863887082785,-0.22500000000002274,6.063955e-08
600.0,1.0415144060971215e-05,-99.89999999999998,500.0,6.677165220025927e-05,-0.27499999999997726,3.4502882e-08
,,,,,,3.275773e-08
,,,,,,2.9306516e-08
500.0,1.3012088857067283e-05,-0.25,,,,3.3006142e-08
600.0,4.967305358150043e-06,-0.1999999999999318,,,,3.5190865e-08
,,,,,,4.9318217e-08
600.0,1.0252480933559127e-05,-0.35000000000002274,,,,3.794112e-08
500.0,0.0001248143962584436,99.85000000000002,600.0,0.0001248143962584436,-0.14999999999997726,3.9868308e-08
600.0,2.574059908511117e-05,-99.75,500.0,0.00019689723558258265,-0.0999999999999659,5.1093277e-08
500.0,0.0001816373405745253,99.89999999999998,600.0,0.0001816373405745253,-0.10000000000002274,2.6814897e-08
600.0,5.020883691031486e-05,-99.875,500.0,8.19276538095437e-05,-0.049999999999954525,6.748898e-08
500.0,9.34403360588476e-05,99.89999999999998,600.0,9.34403360588476e-05,-0.10000000000002274,4.4449642e-08
600.0,3.767543603316881e-05,-100.0,500.0,0.00015407026512548327,-0.07499999999998863,5.3099388e-08
500.0,0.00010556666529737413,100.0,600.0,0.00010556666529737413,0.0,3.650016e-08
600.0,0.00012009251076960936,-100.0,500.0,0.00012009251076960936,0.0,4.2463263e-08
500.0,4.484789678826928e-05,99.95000000000005,600.0,4.484789678826928e-05,-0.049999999999954525,3.536707e-08
,,,,,,2.0835934e-08
,,,,,,2.749679e-08
600.0,6.967251829337329e-05,-99.84999999999997,500.0,6.967251829337329e-05,0.1500000000000341,4.442143e-08
500.0,2.4361688701901585e-05,99.92500000000007,600.0,5.558053817367181e-05,0.10000000000002274,2.9889154e-08
600.0,9.515965939499438e-05,-99.97499999999997,500.0,9.515965939499438e-05,0.025000000000034106,2.6833558e-08
500.0,3.639397255028598e-05,100.0,600.0,7.887733227107674e-05,0.20000000000004547,2.8418931e-08
600.0,4.9720187234925106e-05,-99.75,500.0,4.9720187234925106e-05,0.25,3.7843325e-08
500.0,2.1767558791907504e-05,99.875,600.0,8.299792534671724e-05,0.125,2.6536771e-08
600.0,4.706165782408789e-05,-99.75,500.0,6.214499444467947e-05,-0.049999999999954525,4.7377295e-08
500.0,7.351428212132305e-05,100.0,600.0,7.439492037519813e-05,0.07500000000004547,3.870557e-08
600.0,0.00018560118041932583,-99.89999999999998,500.0,0.00018560118041932583,0.10000000000002274,5.249976e-08
500.0,2.561495239206124e-05,99.92500000000007,600.0,7.23763951100409e-05,0.10000000000002274,3.5561953e-08
600.0,0.00011466615251265466,-99.75,500.0,0.00011466615251265466,0.25,5.320263e-08
500.0,1.887572398118209e-05,99.97500000000002,600.0,4.540294685284607e-05,0.20000000000004547,3.0405474e-08
,,,500.0,5.206026980886236e-05,0.10000000000002274,3.206825e-08
,,,500.0,0.0001067504272214137,100.0,3.7361293e-08
,,,500.0,2.3703615070758133e-08,-47.89999999999998,4.654182e-08
,,,600.0,0.00012246718688402325,0.0,3.0028403e-08
,,,500.0,3.401563120064566e-08,-44.799999999999955,2.6071113e-08
,,,500.0,2.88840098505716e-08,-19.299999999999955,2.996581e-08
,,,500.0,3.231301803907627e-08,41.450000000000045,3.3982428e-08
,,,500.0,2.9730278683359757e-08,-99.27499999999998,4.7618396e-08
,,,500.0,2.2478618078025647e-08,-47.125,4.86059e-08
500.0,2.5006229975588212e-08,10.350000000000023,600.0,2.5006229975588212e-08,-89.64999999999998,2.2528663e-08
600.0,5.036459697294049e-05,-99.94999999999999,500.0,6.318734813248739e-05,-0.049999999999954525,3.65803e-08
500.0,4.300958971725777e-05,99.92500000000007,600.0,0.00011963800352532417,0.05000000000006821,4.6468124e-08
600.0,7.642009586561471e-05,-99.875,500.0,7.642009586561471e-05,0.125,3.8078593e-08
500.0,3.8772304833400995e-05,99.97500000000002,600.0,7.076004840200767e-05,0.07500000000004547,4.663949e-08
600.0,1.9307155525893904e-05,-100.0,500.0,5.0990980525966734e-05,-0.0999999999999659,2.5381004e-08
500.0,3.584362639230676e-05,100.0,600.0,7.658256799913943e-05,0.39999999999997726,3.705982e-08
,,,,,,3.230152e-08
1000.0,2.747071448538918e-06,-23.574999999999932,1200.0,3.6926465440956235e-08,-30.899999999999864,5.6105275e-08
600.0,1.99765545403352e-05,-0.27499999999997726,440.0,0.00011318847100483254,0.25,5.7626295e-08
440.0,1.0798096809594426e-05,0.07500000000004547,600.0,7.100780931068584e-05,0.35000000000002274,7.6692025e-08
600.0,2.1605824684911568e-08,-25.475000000000023,500.0,2.1605824684911568e-08,74.52499999999998,6.147025e-08
500.0,7.976340299364892e-08,-28.399999999999977,600.0,4.837392353351788e-08,85.02500000000009,6.02797e-08
600.0,9.643026714911684e-05,-99.67499999999995,500.0,9.643026714911684e-05,0.3250000000000455,5.848973e-08
500.0,1.930682992679067e-05,99.875,600.0,5.1005114073632285e-05,0.20000000000004547,3.854823e-08
600.0,0.0002227716613560915,-99.625,500.0,0.0002227716613560915,0.375,4.252376e-08
,,,,,,4.493836e-08
,,,,,,5.3942088e-08
,,,,,,5.0178397e-08
600.0,8.621990673418622e-06,-0.14999999999997726,500.0,8.621990673418622e-06,99.85000000000002,4.11024e-08
500.0,6.171933637233451e-05,99.92500000000007,600.0,0.0001341586175840348,0.35000000000002274,3.469984e-08
600.0,0.00018022094445768744,-99.67499999999995,500.0,0.00018022094445768744,0.3250000000000455,4.778953e-08
,,,,,,5.7754026e-08
,,,,,,4.3501604e-08
500.0,7.800043022143655e-06,0.07500000000004547,,,,7.342934e-08
600.0,9.449426215724088e-06,-0.1999999999999318,,,,4.3101828e-08
,,,,,,8.04821e-08
600.0,6.4712389757914934e-06,-0.125,,,,7.0683555e-08
